brand,model,year,fuel_type,transmission,owner_type,km_driven,seller_type,mileage,engine,seats,price,car_age,km_per_year,engine_per_seat
Maruti,Celerio,2017,Petrol,Manual,Third Owner,34251.0,Dealer,20.8,1197,5,433000.0,9,3805.67,239.4
Maruti,Ertiga,2016,Cng,Manual,Third Owner,55000.0,Dealer,19.0,1462,7,720000.0,10,5500.0,208.86
Skoda,Rapid,2018,Diesel,Manual,Second Owner,95004.0,Dealer,15.6,1498,5,925000.0,8,11875.5,299.6
Tata,Harrier,2019,Diesel,Manual,Second Owner,20856.0,Dealer,19.0,1498,5,1695000.0,7,2979.43,299.6
Maruti,Dzire,2020,Petrol,Automatic,Second Owner,11800.0,Dealer,22.0,1197,5,875000.0,6,1966.67,239.4
Maruti,Baleno,2016,Petrol,Manual,Third Owner,32897.0,Dealer,21.4,1197,5,510000.0,10,3289.7,239.4
Mahindra,TUV300,2016,Diesel,Manual,Third Owner,47107.0,Dealer,15.1,2179,7,565000.0,10,4710.7,311.29
Maruti,Alto K10,2011,Petrol,Manual,Fourth & Above Owner,76614.0,Dealer,24.1,998,5,225000.0,15,5107.6,199.6
Audi,Q3,2018,Diesel,Automatic,Second Owner,32345.0,Dealer,14.5,1984,5,1999000.0,8,4043.12,396.8
Jaguar,Xe,2018,Diesel,Automatic,Second Owner,35491.0,Dealer,13.0,1999,5,3775000.0,8,4436.38,399.8
Toyota,Innova,2021,Diesel,Automatic,Second Owner,22562.0,Dealer,12.99,2494,7,3250000.0,5,4512.4,356.29
Maruti,Ciaz,2018,Diesel,Manual,Second Owner,49908.0,Dealer,20.7,1498,5,745000.0,8,6238.5,299.6
Mini,Cooper,2021,Petrol,Automatic,Second Owner,2482.0,Dealer,16.3,1998,4,4400000.0,5,496.4,499.5
Jeep,Compass,2020,Diesel,Automatic,Second Owner,9000.0,Dealer,14.9,1956,5,2300000.0,6,1500.0,391.2
Volkswagen,Polo,2015,Petrol,Manual,Third Owner,27700.0,Dealer,17.2,1197,5,465000.0,11,2518.18,239.4
Maruti,Wagon R,2009,Petrol,Manual,Fourth & Above Owner,49000.0,Dealer,21.5,998,5,180000.0,17,2882.35,199.6
Maruti,Ignis,2018,Petrol,Manual,Second Owner,12104.0,Dealer,20.9,1197,5,453000.0,8,1513.0,239.4
Hyundai,Xcent,2016,Petrol,Manual,Third Owner,28646.0,Dealer,19.1,1197,5,534000.0,10,2864.6,239.4
Maruti,Alto 800,2014,Petrol,Manual,Third Owner,35965.0,Dealer,22.7,796,5,205000.0,12,2997.08,159.2
Mercedes-Benz,E Class,2010,Diesel,Automatic,Fourth & Above Owner,64000.0,Dealer,13.8,1991,5,1550000.0,16,4000.0,398.2
Maruti,Baleno,2020,Petrol,Manual,Second Owner,5288.0,Dealer,21.4,1197,5,735000.0,6,881.33,239.4
Volvo,S60,2017,Diesel,Automatic,Third Owner,90604.0,Dealer,12.4,1969,5,1790000.0,9,10067.11,393.8
Maruti,Estilo,2011,Petrol + 1,Manual,Fourth & Above Owner,68000.0,Dealer,20.8,1197,5,225000.0,15,4533.33,239.4
Hyundai,I20,2020,Petrol,Manual,Second Owner,32243.0,Dealer,18.6,1197,5,850000.0,6,5373.83,239.4
Maruti,Ciaz,2017,Petrol,Manual,Third Owner,33823.0,Dealer,20.7,1373,5,687000.0,9,3758.11,274.6
Maruti,Swift,2018,Petrol,Automatic,Second Owner,25412.0,Dealer,21.2,1197,5,538000.0,8,3176.5,239.4
BMW,3 Series,2021,Diesel,Manual,Second Owner,22600.0,Dealer,16.1,1995,5,5750000.0,5,4520.0,399.0
Honda,City,2017,Petrol,Automatic,Third Owner,56468.0,Dealer,17.4,1497,5,830000.0,9,6274.22,299.4
Ford,Figo,2011,Petrol + 1,Manual,Fourth & Above Owner,73000.0,Dealer,16.0,1497,5,240000.0,15,4866.67,299.4
Honda,City,2018,Petrol,Manual,Second Owner,24751.0,Dealer,17.4,1497,5,630000.0,8,3093.88,299.4
Audi,Tt,2016,Petrol,Automatic,Third Owner,9865.0,Dealer,14.5,1984,5,4600000.0,10,986.5,396.8
Maruti,Celerio,2016,Petrol,Automatic,Third Owner,29646.0,Dealer,20.8,1197,5,475000.0,10,2964.6,239.4
BMW,X1,2017,Diesel,Manual,Third Owner,55000.0,Dealer,19.0,1498,5,2175000.0,9,6111.11,299.6
Volvo,S90,2020,Diesel,Automatic,Second Owner,15446.0,Dealer,12.4,1969,5,5900000.0,6,2574.33,393.8
Maruti,Celerio,2016,Petrol,Automatic,Third Owner,24595.0,Dealer,20.8,1197,5,445000.0,10,2459.5,239.4
Hyundai,Creta,2016,Diesel,Automatic,Third Owner,97761.0,Dealer,16.8,1497,5,998000.0,10,9776.1,299.4
Maruti,Celerio,2020,Petrol,Manual,Second Owner,47000.0,Dealer,20.8,1197,5,565000.0,6,7833.33,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,66471.0,Dealer,18.9,1197,5,485000.0,9,7385.67,239.4
Datsun,Redi,2019,Petrol,Manual,Second Owner,37000.0,Dealer,20.6,999,5,325000.0,7,5285.71,199.8
Kia,Seltos,2020,Petrol,Manual,Second Owner,28100.0,Dealer,16.5,1497,5,1690000.0,6,4683.33,299.4
Skoda,Octavia,2014,Diesel,Automatic,Third Owner,63000.0,Dealer,15.6,1498,5,799000.0,12,5250.0,299.6
Maruti,Wagon R,2016,Cng,Manual,Third Owner,26600.0,Dealer,21.5,998,5,430000.0,10,2660.0,199.6
Mahindra,XUV500,2013,Diesel,Manual,Fourth & Above Owner,55105.0,Dealer,15.1,2179,7,575000.0,13,4238.85,311.29
Hyundai,Eon,2017,Petrol,Manual,Third Owner,42748.0,Dealer,21.1,814,5,330000.0,9,4749.78,162.8
Audi,Q7,2018,Diesel,Automatic,Second Owner,51000.0,Dealer,14.5,1984,5,5950000.0,8,6375.0,396.8
Audi,A6,2018,Diesel,Automatic,Second Owner,76000.0,Dealer,14.5,1984,5,2500000.0,8,9500.0,396.8
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,35247.0,Dealer,18.3,1197,5,613000.0,9,3916.33,239.4
Hyundai,Elite I20,2019,Petrol,Manual,Second Owner,30183.0,Dealer,18.3,1197,5,559000.0,7,4311.86,239.4
Mercedes-Benz,Gls,2018,Diesel,Automatic,Second Owner,88000.0,Dealer,13.8,1991,5,6800000.0,8,11000.0,398.2
MG,Hector,2021,Petrol,Automatic,Second Owner,7870.0,Dealer,18.0,1200,5,1699000.0,5,1574.0,240.0
Mahindra,XUV500,2018,Diesel,Manual,Second Owner,50000.0,Dealer,15.1,2179,7,1490000.0,8,6250.0,311.29
BMW,3 Series,2015,Diesel,Manual,Third Owner,46000.0,Dealer,16.1,1995,5,1710000.0,11,4181.82,399.0
Maruti,Celerio,2018,Petrol,Automatic,Second Owner,28726.0,Dealer,20.8,1197,5,490000.0,8,3590.75,239.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,32907.0,Dealer,21.5,998,5,313000.0,12,2742.25,199.6
Maruti,Alto 800,2019,Petrol,Manual,Second Owner,29092.0,Dealer,22.7,796,5,332000.0,7,4156.0,159.2
Hyundai,Creta,2016,Petrol,Manual,Third Owner,62461.0,Dealer,16.8,1497,5,745000.0,10,6246.1,299.4
Skoda,Rapid,2012,Petrol,Manual,Fourth & Above Owner,60000.0,Dealer,15.6,1498,5,385000.0,14,4285.71,299.6
Jaguar,Xf,2015,Diesel,Automatic,Third Owner,62645.0,Dealer,13.0,1999,5,2650000.0,11,5695.0,399.8
Toyota,Innova,2015,Diesel,Manual,Third Owner,83000.0,Dealer,12.99,2494,7,975000.0,11,7545.45,356.29
Hyundai,I10,2015,Petrol,Manual,Third Owner,55000.0,Dealer,19.8,1086,5,350000.0,11,5000.0,217.2
Toyota,Fortuner,2019,Diesel,Automatic,Second Owner,181213.0,Dealer,12.6,2755,7,3500000.0,7,25887.57,393.57
Maruti,Dzire,2020,Petrol,Automatic,Second Owner,25000.0,Dealer,22.0,1197,5,690000.0,6,4166.67,239.4
Datsun,Go,2018,Petrol,Manual,Second Owner,52000.0,Dealer,20.6,999,5,235000.0,8,6500.0,199.8
Maruti,Wagon R,2017,Cng,Manual,Third Owner,64942.0,Dealer,21.5,998,5,406000.0,9,7215.78,199.6
Maruti,Baleno,2018,Petrol,Manual,Second Owner,47837.0,Dealer,21.4,1197,5,540000.0,8,5979.62,239.4
Maruti,Ertiga,2013,Petrol + 1,Manual,Fourth & Above Owner,85000.0,Dealer,19.0,1462,7,500000.0,13,6538.46,208.86
Mercedes-Benz,Cla,2015,Diesel,Automatic,Third Owner,51500.0,Dealer,13.8,1991,5,1649000.0,11,4681.82,398.2
Skoda,Octavia,2018,Petrol,Manual,Second Owner,23160.0,Dealer,15.6,1498,5,2100000.0,8,2895.0,299.6
Toyota,Corolla Altis,2015,Petrol,Manual,Third Owner,75000.0,Dealer,14.3,1798,5,695000.0,11,6818.18,359.6
Toyota,Corolla Altis,2014,Petrol,Automatic,Third Owner,63000.0,Dealer,14.3,1798,5,883000.0,12,5250.0,359.6
BMW,3 Series,2013,Diesel,Manual,Fourth & Above Owner,104264.0,Dealer,16.1,1995,5,1550000.0,13,8020.31,399.0
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,15972.0,Dealer,18.3,1197,5,659000.0,9,1774.67,239.4
Maruti,Swift,2020,Petrol,Manual,Second Owner,30956.0,Dealer,21.2,1197,5,674000.0,6,5159.33,239.4
Renault,Kiger,2022,Petrol,Automatic,First Owner,4371.0,Dealer,20.0,999,5,998000.0,4,1092.75,199.8
Hyundai,Elite I20,2020,Diesel,Manual,Second Owner,63653.0,Dealer,19.0,1498,5,1075000.0,6,10608.83,299.6
Honda,City,2013,Petrol,Manual,Fourth & Above Owner,55297.0,Dealer,17.4,1497,5,405000.0,13,4253.62,299.4
Porsche,Cayenne,2015,Petrol,Automatic,Third Owner,12000.0,Dealer,9.0,1988,2,7857000.0,11,1090.91,994.0
Maruti,Swift,2014,Petrol,Manual,Third Owner,21391.0,Dealer,21.2,1197,5,417000.0,12,1782.58,239.4
Renault,Kwid,2021,Petrol,Manual,Second Owner,11546.0,Dealer,22.0,999,5,483000.0,5,2309.2,199.8
Hyundai,Santro,2020,Petrol,Manual,Second Owner,16270.0,Dealer,18.3,1197,5,589000.0,6,2711.67,239.4
Nissan,Micra,2012,Diesel,Manual,Fourth & Above Owner,73000.0,Dealer,18.0,1498,5,290000.0,14,5214.29,299.6
Hyundai,Grand I10,2018,Petrol,Automatic,Second Owner,53000.0,Dealer,18.9,1197,5,549000.0,8,6625.0,239.4
Mercedes-Benz,Cla,2016,Petrol,Automatic,Third Owner,34000.0,Dealer,13.8,1991,5,1925000.0,10,3400.0,398.2
Hyundai,Venue,2019,Petrol,Manual,Second Owner,16328.0,Dealer,18.3,1197,5,1064000.0,7,2332.57,239.4
Land Rover,Range,2021,Petrol,Automatic,Second Owner,5600.0,Dealer,11.8,2179,5,7700000.0,5,1120.0,435.8
Maruti,S Cross,2016,Diesel,Manual,Third Owner,73994.0,Dealer,19.0,1498,5,760000.0,10,7399.4,299.6
Hyundai,Verna,2019,Petrol,Automatic,Second Owner,43920.0,Dealer,17.7,1497,5,1059000.0,7,6274.29,299.4
Maruti,Wagon R,2014,Petrol,Manual,Third Owner,17715.0,Dealer,21.5,998,5,317000.0,12,1476.25,199.6
Toyota,Corolla Altis,2018,Petrol,Manual,Second Owner,82902.0,Dealer,14.3,1798,5,1040000.0,8,10362.75,359.6
Land Rover,Range,2019,Diesel,Automatic,Second Owner,39012.0,Dealer,11.8,2179,5,12300000.0,7,5573.14,435.8
Maruti,Wagon R,2018,Petrol,Manual,Second Owner,23344.0,Dealer,21.5,998,5,471000.0,8,2918.0,199.6
Hyundai,Verna,2019,Petrol,Manual,Second Owner,93494.0,Dealer,17.7,1497,5,749000.0,7,13356.29,299.4
Honda,Jazz,2018,Petrol,Automatic,Second Owner,27222.0,Dealer,18.7,1199,5,725000.0,8,3402.75,239.8
Hyundai,Creta,2021,Diesel,Manual,Second Owner,14468.0,Dealer,16.8,1497,5,1600000.0,5,2893.6,299.4
Honda,Jazz,2017,Diesel + 1,Manual,Third Owner,40000.0,Dealer,19.0,1498,5,747000.0,9,4444.44,299.6
Maruti,Ciaz,2015,Petrol,Manual,Third Owner,65000.0,Dealer,20.7,1373,5,575000.0,11,5909.09,274.6
Maruti,Alto K10,2012,Petrol,Manual,Fourth & Above Owner,60028.0,Dealer,24.1,998,5,190000.0,14,4287.71,199.6
Mercedes-Benz,Cla,2018,Diesel,Automatic,Second Owner,37300.0,Dealer,13.8,1991,5,2950000.0,8,4662.5,398.2
Hyundai,Creta,2018,Petrol,Automatic,Second Owner,32143.0,Dealer,16.8,1497,5,1125000.0,8,4017.88,299.4
Hyundai,Elite I20,2016,Petrol,Manual,Third Owner,55669.0,Dealer,18.3,1197,5,645000.0,10,5566.9,239.4
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,72757.0,Dealer,18.9,1197,5,405000.0,10,7275.7,239.4
Honda,City,2017,Petrol,Automatic,Third Owner,56000.0,Dealer,17.4,1497,5,875000.0,9,6222.22,299.4
Maruti,Swift,2013,Petrol,Manual,Fourth & Above Owner,70244.0,Dealer,21.2,1197,5,326000.0,13,5403.38,239.4
BMW,X1,2018,Diesel,Manual,Second Owner,46595.0,Dealer,19.0,1498,5,2145000.0,8,5824.38,299.6
Maruti,Xl6,2020,Petrol,Manual,Second Owner,20703.0,Dealer,20.8,1197,5,951000.0,6,3450.5,239.4
Tata,Harrier,2019,Diesel,Manual,Second Owner,47579.0,Dealer,19.0,1498,5,1465000.0,7,6797.0,299.6
BMW,X1,2019,Diesel,Manual,Second Owner,31000.0,Dealer,19.0,1498,5,2800000.0,7,4428.57,299.6
Mercedes-Benz,Gle,2019,Diesel,Automatic,Second Owner,31300.0,Dealer,13.8,1991,5,5800000.0,7,4471.43,398.2
Mahindra,XUV500,2016,Diesel,Automatic,Third Owner,91000.0,Dealer,15.1,2179,7,950000.0,10,9100.0,311.29
Audi,A6,2013,Diesel,Automatic,Fourth & Above Owner,69631.0,Dealer,14.5,1984,5,2100000.0,13,5356.23,396.8
Hyundai,I20,2018,Petrol,Manual,Second Owner,32036.0,Dealer,18.6,1197,5,611000.0,8,4004.5,239.4
Mercedes-Benz,Amg,2022,Petrol,Automatic,First Owner,2000.0,Dealer,13.8,1991,5,6450000.0,4,500.0,398.2
Hyundai,Elite I20,2018,Petrol,Manual,Second Owner,22621.0,Dealer,18.3,1197,5,600000.0,8,2827.62,239.4
Honda,City,2015,Petrol,Manual,Third Owner,45000.0,Dealer,17.4,1497,5,625000.0,11,4090.91,299.4
Hyundai,Verna,2019,Petrol,Automatic,Second Owner,33423.0,Dealer,17.7,1497,5,1126000.0,7,4774.71,299.4
Hyundai,I10,2015,Petrol,Manual,Third Owner,31500.0,Dealer,19.8,1086,5,350000.0,11,2863.64,217.2
Hyundai,Creta,2017,Petrol,Manual,Third Owner,51000.0,Dealer,16.8,1497,5,925000.0,9,5666.67,299.4
Renault,Duster,2018,Diesel,Manual,Second Owner,39030.0,Dealer,20.0,1498,5,979000.0,8,4878.75,299.6
Mercedes-Benz,C Class,2018,Petrol,Automatic,Second Owner,27236.0,Dealer,13.8,1991,5,3056000.0,8,3404.5,398.2
Maruti,Celerio,2015,Petrol,Manual,Third Owner,24063.0,Dealer,20.8,1197,5,357000.0,11,2187.55,239.4
Volkswagen,Polo,2015,Petrol,Manual,Third Owner,59819.0,Dealer,17.2,1197,5,521000.0,11,5438.09,239.4
Renault,Kwid,2019,Petrol,Manual,Second Owner,8297.0,Dealer,22.0,999,5,439000.0,7,1185.29,199.8
Maruti,Dzire,2017,Petrol,Automatic,Third Owner,32740.0,Dealer,22.0,1197,5,735000.0,9,3637.78,239.4
BMW,5 Series,2020,Diesel,Manual,Second Owner,34500.0,Dealer,15.6,1995,5,4599000.0,6,5750.0,399.0
Kia,Sonet,2020,Diesel,Manual,Second Owner,25007.0,Dealer,16.5,1497,5,1419000.0,6,4167.83,299.4
Maruti,Ignis,2019,Petrol,Manual,Second Owner,38944.0,Dealer,20.9,1197,5,489000.0,7,5563.43,239.4
Volkswagen,Vento,2010,Petrol,Manual,Fourth & Above Owner,101740.0,Dealer,17.2,1197,5,350000.0,16,6358.75,239.4
Maruti,Celerio,2019,Petrol,Automatic,Second Owner,9130.0,Dealer,20.8,1197,5,599000.0,7,1304.29,239.4
Honda,Jazz,2017,Petrol,Automatic,Third Owner,48650.0,Dealer,18.7,1199,5,675000.0,9,5405.56,239.8
Hyundai,Creta,2016,Petrol,Automatic,Third Owner,40314.0,Dealer,16.8,1497,5,1029000.0,10,4031.4,299.4
Volvo,Xc90,2015,Diesel,Automatic,Third Owner,30800.0,Dealer,12.4,1969,5,2287000.0,11,2800.0,393.8
Maruti,Alto 800,2019,Cng,Manual,Second Owner,33000.0,Dealer,22.7,796,5,345000.0,7,4714.29,159.2
Hyundai,Elite I20,2019,Petrol,Manual,Second Owner,54000.0,Dealer,18.3,1197,5,790000.0,7,7714.29,239.4
Honda,City,2018,Petrol,Manual,Second Owner,22500.0,Dealer,17.4,1497,5,845000.0,8,2812.5,299.4
Toyota,Glanza,2020,Petrol,Automatic,Second Owner,29866.0,Dealer,14.5,1496,5,849000.0,6,4977.67,299.2
Ford,Aspire,2017,Petrol,Manual,Third Owner,65000.0,Dealer,16.0,1497,5,535000.0,9,7222.22,299.4
Volkswagen,Taigun,2021,Petrol,Manual,Second Owner,9792.0,Dealer,17.2,1197,5,1649000.0,5,1958.4,239.4
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,64774.0,Dealer,18.9,1197,5,569000.0,10,6477.4,239.4
Toyota,Fortuner,2018,Diesel,Manual,Second Owner,31283.0,Dealer,12.6,2755,7,3375000.0,8,3910.38,393.57
Skoda,Rapid,2020,Petrol,Automatic,Second Owner,10713.0,Dealer,15.6,1498,5,1082000.0,6,1785.5,299.6
Maruti,Baleno,2021,Petrol,Manual,Second Owner,13127.0,Dealer,21.4,1197,5,699000.0,5,2625.4,239.4
Maruti,Wagon R,2016,Petrol,Automatic,Third Owner,50000.0,Dealer,21.5,998,5,425000.0,10,5000.0,199.6
Maruti,Alto 800,2018,Petrol,Manual,Second Owner,35340.0,Dealer,22.7,796,5,325000.0,8,4417.5,159.2
Honda,Jazz,2017,Petrol,Automatic,Third Owner,27654.0,Dealer,18.7,1199,5,651000.0,9,3072.67,239.8
Hyundai,Santro,2018,Cng,Manual,Second Owner,40067.0,Dealer,18.3,1197,5,523000.0,8,5008.38,239.4
Maruti,Baleno,2018,Petrol,Manual,Second Owner,50899.0,Dealer,21.4,1197,5,548000.0,8,6362.38,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,52000.0,Dealer,18.9,1197,5,460000.0,9,5777.78,239.4
Honda,City,2017,Petrol,Manual,Third Owner,51292.0,Dealer,17.4,1497,5,695000.0,9,5699.11,299.4
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,19905.0,Dealer,18.3,1197,5,519000.0,9,2211.67,239.4
Tata,Nano,2015,Petrol,Manual,Third Owner,18000.0,Dealer,17.0,1199,5,110000.0,11,1636.36,239.8
Maruti,Ertiga,2021,Cng,Manual,Second Owner,28715.0,Dealer,19.0,1462,7,1140000.0,5,5743.0,208.86
Maruti,Ertiga,2015,Cng,Manual,Third Owner,69161.0,Dealer,19.0,1462,7,721000.0,11,6287.36,208.86
Maruti,S Cross,2017,Diesel,Manual,Third Owner,54571.0,Dealer,19.0,1498,5,887000.0,9,6063.44,299.6
Honda,City,2016,Petrol,Automatic,Third Owner,25000.0,Dealer,17.4,1497,5,775000.0,10,2500.0,299.4
Honda,City,2019,Petrol,Manual,Second Owner,24259.0,Dealer,17.4,1497,5,875000.0,7,3465.57,299.4
Maruti,Alto 800,2015,Petrol,Manual,Third Owner,30233.0,Dealer,22.7,796,5,295000.0,11,2748.45,159.2
Mahindra,Thar,2021,Diesel,Automatic,Second Owner,21000.0,Dealer,15.1,2179,7,1750000.0,5,4200.0,311.29
Maruti,Ertiga,2017,Cng,Manual,Third Owner,51000.0,Dealer,19.0,1462,7,825000.0,9,5666.67,208.86
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,23137.0,Dealer,18.9,1197,5,450000.0,10,2313.7,239.4
Maruti,Dzire,2018,Diesel,Automatic,Second Owner,52328.0,Dealer,22.0,1498,5,645000.0,8,6541.0,299.6
Maruti,Baleno,2017,Petrol,Manual,Third Owner,35849.0,Dealer,21.4,1197,5,666000.0,9,3983.22,239.4
Hyundai,Venue,2020,Petrol,Manual,Second Owner,24783.0,Dealer,18.3,1197,5,1066000.0,6,4130.5,239.4
Maruti,Ciaz,2016,Petrol,Manual,Third Owner,27346.0,Dealer,20.7,1373,5,500000.0,10,2734.6,274.6
Hyundai,I10,2014,Petrol,Manual,Third Owner,75619.0,Dealer,19.8,1086,5,349000.0,12,6301.58,217.2
Hyundai,I10,2013,Petrol,Manual,Fourth & Above Owner,54000.0,Dealer,19.8,1086,5,245000.0,13,4153.85,217.2
Nissan,Sunny,2012,Petrol,Manual,Fourth & Above Owner,58000.0,Dealer,18.0,1498,5,295000.0,14,4142.86,299.6
Jeep,Wrangler,2021,Petrol,Manual,Second Owner,27340.0,Dealer,14.9,1956,5,6500000.0,5,5468.0,391.2
Maruti,Swift,2020,Petrol,Automatic,Second Owner,17000.0,Dealer,21.2,1197,5,630000.0,6,2833.33,239.4
Volkswagen,Vento,2018,Diesel,Automatic,Second Owner,111139.0,Dealer,19.0,1498,5,790000.0,8,13892.38,299.6
Hyundai,Elantra,2018,Diesel,Automatic,Second Owner,40916.0,Dealer,14.6,1999,5,1875000.0,8,5114.5,399.8
Honda,Wr,2018,Diesel,Manual,Second Owner,120463.0,Dealer,17.8,1497,5,950000.0,8,15057.88,299.4
Honda,Br,2017,Diesel,Manual,Third Owner,94197.0,Dealer,17.8,1497,5,799000.0,9,10466.33,299.4
Maruti,Swift,2014,Petrol,Manual,Third Owner,76859.0,Dealer,21.2,1197,5,424000.0,12,6404.92,239.4
Honda,City,2017,Petrol,Manual,Third Owner,33000.0,Dealer,17.4,1497,5,725000.0,9,3666.67,299.4
Maruti,Baleno,2018,Petrol,Manual,Second Owner,17286.0,Dealer,21.4,1197,5,596000.0,8,2160.75,239.4
Mercedes-Benz,Gla,2017,Diesel,Automatic,Third Owner,40484.0,Dealer,13.8,1991,5,2850000.0,9,4498.22,398.2
Tata,Tiago,2020,Diesel,Manual,Second Owner,70450.0,Dealer,19.0,1498,5,540000.0,6,11741.67,299.6
Honda,City,2019,Petrol,Manual,Second Owner,45074.0,Dealer,17.4,1497,5,840000.0,7,6439.14,299.4
Hyundai,Elite I20,2015,Diesel,Manual,Third Owner,101000.0,Dealer,19.0,1498,5,695000.0,11,9181.82,299.6
BMW,7 Series,2016,Petrol,Manual,Third Owner,22000.0,Dealer,18.0,1200,5,5900000.0,10,2200.0,240.0
Hyundai,I20,2012,Petrol,Manual,Fourth & Above Owner,69000.0,Dealer,18.6,1197,5,345000.0,14,4928.57,239.4
Maruti,Dzire,2018,Petrol,Automatic,Second Owner,14895.0,Dealer,22.0,1197,5,696000.0,8,1861.88,239.4
Tata,Tiago,2022,Cng,Manual,First Owner,11444.0,Dealer,17.0,1199,5,810000.0,4,2861.0,239.8
Tata,Tiago,2018,Petrol,Manual,Second Owner,32120.0,Dealer,17.0,1199,5,414000.0,8,4015.0,239.8
Toyota,Fortuner,2019,Diesel,Automatic,Second Owner,64300.0,Dealer,12.6,2755,7,3300000.0,7,9185.71,393.57
Tata,Harrier,2021,Diesel,Manual,Second Owner,30503.0,Dealer,19.0,1498,5,2200000.0,5,6100.6,299.6
Honda,City,2019,Petrol,Manual,Second Owner,62042.0,Dealer,17.4,1497,5,825000.0,7,8863.14,299.4
Mahindra,TUV300,2017,Diesel,Manual,Third Owner,122924.0,Dealer,15.1,2179,7,745000.0,9,13658.22,311.29
Skoda,Kushaq,2021,Petrol,Manual,Second Owner,23402.0,Dealer,15.6,1498,5,1925000.0,5,4680.4,299.6
Audi,A4,2015,Petrol,Automatic,Third Owner,35000.0,Dealer,17.4,1984,5,1725000.0,11,3181.82,396.8
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,38657.0,Dealer,18.3,1197,5,639000.0,9,4295.22,239.4
Maruti,Wagon R,2016,Petrol,Automatic,Third Owner,64000.0,Dealer,21.5,998,5,445000.0,10,6400.0,199.6
Hyundai,Grand I10,2018,Petrol,Manual,Second Owner,35094.0,Dealer,18.9,1197,5,510000.0,8,4386.75,239.4
Toyota,Glanza,2021,Petrol,Manual,Second Owner,18000.0,Dealer,14.5,1496,5,730000.0,5,3600.0,299.2
Nissan,Magnite,2021,Petrol,Manual,Second Owner,18503.0,Dealer,18.0,1498,5,670000.0,5,3700.6,299.6
Honda,Jazz,2020,Petrol,Automatic,Second Owner,33197.0,Dealer,18.7,1199,5,842000.0,6,5532.83,239.8
Land Rover,Range,2019,Petrol,Automatic,Second Owner,39800.0,Dealer,11.8,2179,5,7700000.0,7,5685.71,435.8
Maruti,Swift,2021,Petrol,Manual,Second Owner,24783.0,Dealer,21.2,1197,5,715000.0,5,4956.6,239.4
Maruti,Vitara Brezza,2017,Diesel,Manual,Third Owner,55000.0,Dealer,17.0,1462,5,815000.0,9,6111.11,292.4
Hyundai,Santro,2019,Petrol,Manual,Second Owner,11844.0,Dealer,18.3,1197,5,554000.0,7,1692.0,239.4
Jeep,Compass,2017,Diesel,Manual,Third Owner,37430.0,Dealer,14.9,1956,5,1695000.0,9,4158.89,391.2
Mahindra,XUV500,2013,Diesel,Manual,Fourth & Above Owner,81682.0,Dealer,15.1,2179,7,879000.0,13,6283.23,311.29
Hyundai,Xcent,2014,Petrol,Manual,Third Owner,32700.0,Dealer,19.1,1197,5,490000.0,12,2725.0,239.4
Honda,Wr,2021,Petrol,Manual,Second Owner,23795.0,Dealer,17.8,1497,5,1019000.0,5,4759.0,299.4
Maruti,Swift,2015,Petrol,Manual,Third Owner,37188.0,Dealer,21.2,1197,5,518000.0,11,3380.73,239.4
Maruti,Alto K10,2017,Petrol,Manual,Third Owner,27044.0,Dealer,24.1,998,5,379000.0,9,3004.89,199.6
Hyundai,Elite I20,2016,Diesel,Manual,Third Owner,52451.0,Dealer,19.0,1498,5,660000.0,10,5245.1,299.6
MG,Hector,2020,Petrol,Automatic,Second Owner,35200.0,Dealer,18.0,1200,5,1649000.0,6,5866.67,240.0
Hyundai,Elite I20,2019,Petrol,Manual,Second Owner,30490.0,Dealer,18.3,1197,5,849000.0,7,4355.71,239.4
Maruti,Celerio,2019,Petrol,Automatic,Second Owner,65000.0,Dealer,20.8,1197,5,500000.0,7,9285.71,239.4
Maruti,Alto 800,2017,Cng,Manual,Third Owner,36427.0,Dealer,22.7,796,5,349000.0,9,4047.44,159.2
Hyundai,Santro,2020,Petrol,Manual,Second Owner,47873.0,Dealer,18.3,1197,5,589000.0,6,7978.83,239.4
Mahindra,XUV500,2015,Diesel,Manual,Third Owner,116000.0,Dealer,15.1,2179,7,865000.0,11,10545.45,311.29
Volkswagen,Taigun,2022,Petrol,Automatic,First Owner,11321.0,Dealer,17.2,1197,5,1790000.0,4,2830.25,239.4
Hyundai,Creta,2018,Petrol,Manual,Second Owner,12000.0,Dealer,16.8,1497,5,930000.0,8,1500.0,299.4
Hyundai,Grand I10,2018,Petrol,Automatic,Second Owner,23671.0,Dealer,18.9,1197,5,695000.0,8,2958.88,239.4
Maruti,Sx4,2009,Petrol,Manual,Fourth & Above Owner,58000.0,Dealer,16.5,1586,5,160000.0,17,3411.76,317.2
Honda,Amaze,2018,Petrol,Automatic,Second Owner,38868.0,Dealer,18.6,1199,5,665000.0,8,4858.5,239.8
